Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
Feminin, Ialomita, Anul 2006, Mii persoane, 51.9
Feminin, Ialomita, Anul 2007, Mii persoane, 52
Feminin, Ialomita, Anul 2008, Mii persoane, 49.6
Feminin, Ialomita, Anul 2009, Mii persoane, 53.2
Feminin, Ialomita, Anul 2010, Mii persoane, 50.9
Feminin, Ialomita, Anul 2011, Mii persoane, 51.2
Feminin, Ialomita, Anul 2012, Mii persoane, 52
Feminin, Ialomita, Anul 2013, Mii persoane, 50.4
Feminin, Ialomita, Anul 2014, Mii persoane, 49.5
Feminin, Ialomita, Anul 2015, Mii persoane, 45.1
Feminin, Ialomita, Anul 2016, Mii persoane, 44.2
Feminin, Ialomita, Anul 2017, Mii persoane, 43.1
Feminin, Prahova, Anul 1990, Mii persoane, 183.5
Feminin, Prahova, Anul 1991, Mii persoane, 190.6
Feminin, Prahova, Anul 1992, Mii persoane, 205.6
Feminin, Prahova, Anul 1993, Mii persoane, 208.5
Feminin, Prahova, Anul 1994, Mii persoane, 200.3
Feminin, Prahova, Anul 1995, Mii persoane, 195
Feminin, Prahova, Anul 1996, Mii persoane, 174.2
Feminin, Prahova, Anul 1997, Mii persoane, 167.7
Feminin, Prahova, Anul 1998, Mii persoane, 164
Feminin, Prahova, Anul 1999, Mii persoane, 158.2
Feminin, Prahova, Anul 2000, Mii persoane, 156.6
Feminin, Prahova, Anul 2001, Mii persoane, 150.8
Feminin, Prahova, Anul 2002, Mii persoane, 145.6
Feminin, Prahova, Anul 2003, Mii persoane, 148.5
Feminin, Prahova, Anul 2004, Mii persoane, 142.9
Feminin, Prahova, Anul 2005, Mii persoane, 138.3
Feminin, Prahova, Anul 2006, Mii persoane, 137.7
Feminin, Prahova, Anul 2007, Mii persoane, 139.7
Feminin, Prahova, Anul 2008, Mii persoane, 136.1
Feminin, Prahova, Anul 2009, Mii persoane, 139.4
Feminin, Prahova, Anul 2010, Mii persoane, 135.7
Feminin, Prahova, Anul 2011, Mii persoane, 132.6
Feminin, Prahova, Anul 2012, Mii persoane, 131.9
Feminin, Prahova, Anul 2013, Mii persoane, 135.4
Feminin, Prahova, Anul 2014, Mii persoane, 130.6
Feminin, Prahova, Anul 2015, Mii persoane, 130.7
Feminin, Prahova, Anul 2016, Mii persoane, 130.1
Feminin, Prahova, Anul 2017, Mii persoane, 126.4
Feminin, Teleorman, Anul 1990, Mii persoane, 96
Feminin, Teleorman, Anul 1991, Mii persoane, 99.7
Feminin, Teleorman, Anul 1992, Mii persoane, 107.5
Feminin, Teleorman, Anul 1993, Mii persoane, 107.1
Feminin, Teleorman, Anul 1994, Mii persoane, 109.7
Feminin, Teleorman, Anul 1995, Mii persoane, 98.5
Feminin, Teleorman, Anul 1996, Mii persoane, 98.6
Feminin, Teleorman, Anul 1997, Mii persoane, 96.6
Feminin, Teleorman, Anul 1998, Mii persoane, 97.4
Feminin, Teleorman, Anul 1999, Mii persoane, 100.8
Feminin, Teleorman, Anul 2000, Mii persoane, 100.9
Feminin, Teleorman, Anul 2001, Mii persoane, 96.9
Feminin, Teleorman, Anul 2002, Mii persoane, 93.1
Feminin, Teleorman, Anul 2003, Mii persoane, 89.8
Feminin, Teleorman, Anul 2004, Mii persoane, 82.1
Feminin, Teleorman, Anul 2005, Mii persoane, 85.1
Feminin, Teleorman, Anul 2006, Mii persoane, 83.6
Feminin, Teleorman, Anul 2007, Mii persoane, 83.5
Feminin, Teleorman, Anul 2008, Mii persoane, 81.5
Feminin, Teleorman, Anul 2009, Mii persoane, 85.5
Feminin, Teleorman, Anul 2010, Mii persoane, 82.7
Feminin, Teleorman, Anul 2011, Mii persoane, 84.1
Feminin, Teleorman, Anul 2012, Mii persoane, 86.6
Feminin, Teleorman, Anul 2013, Mii persoane, 82.4
Feminin, Teleorman, Anul 2014, Mii persoane, 81.5
Feminin, Teleorman, Anul 2015, Mii persoane, 75.3
Feminin, Teleorman, Anul 2016, Mii persoane, 72.6
Feminin, Teleorman, Anul 2017, Mii persoane, 71.3
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1990, Mii persoane, 543.9
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1991, Mii persoane, 591.4
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1992, Mii persoane, 594.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1993, Mii persoane, 537.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1994, Mii persoane, 549.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1995, Mii persoane, 477.5
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1996, Mii persoane, 447.9
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1997, Mii persoane, 417.2
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1998, Mii persoane, 447.3
Feminin, Regiunea BUCURESTI - ILFOV, Anul 1999, Mii persoane, 377.9
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2000, Mii persoane, 415.6
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2001, Mii persoane, 421.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2002, Mii persoane, 437.8
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2003, Mii persoane, 434
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2004, Mii persoane, 458
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2005, Mii persoane, 484.1
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2006, Mii persoane, 533.4
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2007, Mii persoane, 590.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii persoane, 618.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2009, Mii persoane, 598.4
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2010, Mii persoane, 618
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2011, Mii persoane, 614.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2012, Mii persoane, 618.9
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2013, Mii persoane, 635.7
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2014, Mii persoane, 625
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2015, Mii persoane, 628.9
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2016, Mii persoane, 664.9
Feminin, Regiunea BUCURESTI - ILFOV, Anul 2017, Mii persoane, 671
Feminin, Ilfov, Anul 1996, Mii persoane, 52.5
Feminin, Ilfov, Anul 1997, Mii persoane, 53.8
Feminin, Ilfov, Anul 1998, Mii persoane, 50.6
Feminin, Ilfov, Anul 1999, Mii persoane, 51.5
Feminin, Ilfov, Anul 2000, Mii persoane, 53.4
Feminin, Ilfov, Anul 2001, Mii persoane, 55.6
Feminin, Ilfov, Anul 2002, Mii persoane, 56.7
Feminin, Ilfov, Anul 2003, Mii persoane, 54.4
Feminin, Ilfov, Anul 2004, Mii persoane, 55.4
Feminin, Ilfov, Anul 2005, Mii persoane, 61.9
Feminin, Ilfov, Anul 2006, Mii persoane, 66.5
Feminin, Ilfov, Anul 2007, Mii persoane, 68
Feminin, Ilfov, Anul 2008, Mii persoane, 70.8
Feminin, Ilfov, Anul 2009, Mii persoane, 74.2
Feminin, Ilfov, Anul 2010, Mii persoane, 74.8
Feminin, Ilfov, Anul 2011, Mii persoane, 73.7
Feminin, Ilfov, Anul 2012, Mii persoane, 77.1
Feminin, Ilfov, Anul 2013, Mii persoane, 75.8
Feminin, Ilfov, Anul 2014, Mii persoane, 75.7
Feminin, Ilfov, Anul 2015, Mii persoane, 78
Feminin, Ilfov, Anul 2016, Mii persoane, 81.2
Feminin, Ilfov, Anul 2017, Mii persoane, 82.4
Feminin, Municipiul Bucuresti, Anul 1996, Mii persoane, 395.4
Feminin, Municipiul Bucuresti, Anul 1997, Mii persoane, 363.4
Feminin, Municipiul Bucuresti, Anul 1998, Mii persoane, 396.7
Feminin, Municipiul Bucuresti, Anul 1999, Mii persoane, 326.4
Feminin, Municipiul Bucuresti, Anul 2000, Mii persoane, 362.2
Feminin, Municipiul Bucuresti, Anul 2001, Mii persoane, 366.1
Feminin, Municipiul Bucuresti, Anul 2002, Mii persoane, 381.1
Feminin, Municipiul Bucuresti, Anul 2003, Mii persoane, 379.6
Feminin, Municipiul Bucuresti, Anul 2004, Mii persoane, 402.6
Feminin, Municipiul Bucuresti, Anul 2005, Mii persoane, 422.2
Feminin, Municipiul Bucuresti, Anul 2006, Mii persoane, 466.9
Feminin, Municipiul Bucuresti, Anul 2007, Mii persoane, 522.7
Feminin, Municipiul Bucuresti, Anul 2008, Mii persoane, 547.9
Feminin, Municipiul Bucuresti, Anul 2009, Mii persoane, 524.2
Feminin, Municipiul Bucuresti, Anul 2010, Mii persoane, 543.2
Feminin, Municipiul Bucuresti, Anul 2011, Mii persoane, 541
Feminin, Municipiul Bucuresti, Anul 2012, Mii persoane, 541.8
Feminin, Municipiul Bucuresti, Anul 2013, Mii persoane, 559.9
Feminin, Municipiul Bucuresti, Anul 2014, Mii persoane, 549.3
Feminin, Municipiul Bucuresti, Anul 2015, Mii persoane, 550.9
Feminin, Municipiul Bucuresti, Anul 2016, Mii persoane, 583.7
Feminin, Municipiul Bucuresti, Anul 2017, Mii persoane, 588.6
Feminin, Mun. Bucuresti -incl. SAI, Anul 1990, Mii persoane, 543.9
Feminin, Mun. Bucuresti -incl. SAI, Anul 1991, Mii persoane, 591.4
Feminin, Mun. Bucuresti -incl. SAI, Anul 1992, Mii persoane, 594.7
Feminin, Mun. Bucuresti -incl. SAI, Anul 1993, Mii persoane, 537.7
Feminin, Mun. Bucuresti -incl. SAI, Anul 1994, Mii persoane, 549.7
Feminin, Mun. Bucuresti -incl. SAI, Anul 1995, Mii persoane, 477.5
Feminin, MACROREGIUNEA PATRU, Anul 1990, Mii persoane, 1031.2
Feminin, MACROREGIUNEA PATRU, Anul 1991, Mii persoane, 1060.9
Feminin, MACROREGIUNEA PATRU, Anul 1992, Mii persoane, 1095.6
Feminin, MACROREGIUNEA PATRU, Anul 1993, Mii persoane, 1086.7
Feminin, MACROREGIUNEA PATRU, Anul 1994, Mii persoane, 1083.2
Feminin, MACROREGIUNEA PATRU, Anul 1995, Mii persoane, 997.5
Feminin, MACROREGIUNEA PATRU, Anul 1996, Mii persoane, 955.5
Feminin, MACROREGIUNEA PATRU, Anul 1997, Mii persoane, 968.6
Feminin, MACROREGIUNEA PATRU, Anul 1998, Mii persoane, 939.7
Feminin, MACROREGIUNEA PATRU, Anul 1999, Mii persoane, 939.3
Feminin, MACROREGIUNEA PATRU, Anul 2000, Mii persoane, 951.2
Feminin, MACROREGIUNEA PATRU, Anul 2001, Mii persoane, 934.8
Feminin, MACROREGIUNEA PATRU, Anul 2002, Mii persoane, 873.3
Feminin, MACROREGIUNEA PATRU, Anul 2003, Mii persoane, 857
Feminin, MACROREGIUNEA PATRU, Anul 2004, Mii persoane, 845.3
Feminin, MACROREGIUNEA PATRU, Anul 2005, Mii persoane, 851.5
Feminin, MACROREGIUNEA PATRU, Anul 2006, Mii persoane, 842.8
Feminin, MACROREGIUNEA PATRU, Anul 2007, Mii persoane, 847.1
Feminin, MACROREGIUNEA PATRU, Anul 2008, Mii persoane, 832.1
Feminin, MACROREGIUNEA PATRU, Anul 2009, Mii persoane, 842.4
Feminin, MACROREGIUNEA PATRU, Anul 2010, Mii persoane, 819.5
Feminin, MACROREGIUNEA PATRU, Anul 2011, Mii persoane, 816.3
Feminin, MACROREGIUNEA PATRU, Anul 2012, Mii persoane, 838.4
Feminin, MACROREGIUNEA PATRU, Anul 2013, Mii persoane, 822.8
Feminin, MACROREGIUNEA PATRU, Anul 2014, Mii persoane, 807.2
Feminin, MACROREGIUNEA PATRU, Anul 2015, Mii persoane, 784.5
Feminin, MACROREGIUNEA PATRU, Anul 2016, Mii persoane, 757
Feminin, MACROREGIUNEA PATRU, Anul 2017, Mii persoane, 754.9
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1990, Mii persoane, 559.7
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1991, Mii persoane, 580.5
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1992, Mii persoane, 606.4
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1993, Mii persoane, 607.2
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1994, Mii persoane, 580.3
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1995, Mii persoane, 518.3
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1996, Mii persoane, 497.9
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1997, Mii persoane, 516.1
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1998, Mii persoane, 508.6
Feminin, Regiunea SUD-VEST OLTENIA, Anul 1999, Mii persoane, 514.9
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2000, Mii persoane, 512.8
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2001, Mii persoane, 502.5
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2002, Mii persoane, 454.5
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2003, Mii persoane, 448.7
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2004, Mii persoane, 434.2
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2005, Mii persoane, 434.8
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2006, Mii persoane, 429.1
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2007, Mii persoane, 427.1
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2008, Mii persoane, 426.5
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2009, Mii persoane, 436
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2010, Mii persoane, 423
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2011, Mii persoane, 425
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2012, Mii persoane, 436.1
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2013, Mii persoane, 425.7
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2014, Mii persoane, 412.1
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2015, Mii persoane, 393.5
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2016, Mii persoane, 376.2
Feminin, Regiunea SUD-VEST OLTENIA, Anul 2017, Mii persoane, 373.3
Feminin, Dolj, Anul 1990, Mii persoane, 168.5
Feminin, Dolj, Anul 1991, Mii persoane, 178.4
Feminin, Dolj, Anul 1992, Mii persoane, 189.3
Feminin, Dolj, Anul 1993, Mii persoane, 195.5
Feminin, Dolj, Anul 1994, Mii persoane, 188
Feminin, Dolj, Anul 1995, Mii persoane, 149.6
Feminin, Dolj, Anul 1996, Mii persoane, 150.5
Feminin, Dolj, Anul 1997, Mii persoane, 157.5
Feminin, Dolj, Anul 1998, Mii persoane, 150.6
Feminin, Dolj, Anul 1999, Mii persoane, 163.8
Feminin, Dolj, Anul 2000, Mii persoane, 164
Feminin, Dolj, Anul 2001, Mii persoane, 159
Feminin, Dolj, Anul 2002, Mii persoane, 140.8
Feminin, Dolj, Anul 2003, Mii persoane, 138.6
Feminin, Dolj, Anul 2004, Mii persoane, 137.9
Feminin, Dolj, Anul 2005, Mii persoane, 135.8
Feminin, Dolj, Anul 2006, Mii persoane, 134.8
Feminin, Dolj, Anul 2007, Mii persoane, 133
Feminin, Dolj, Anul 2008, Mii persoane, 137.5
Feminin, Dolj, Anul 2009, Mii persoane, 141.4
Feminin, Dolj, Anul 2010, Mii persoane, 138.9
Feminin, Dolj, Anul 2011, Mii persoane, 136.2
Feminin, Dolj, Anul 2012, Mii persoane, 140.3
Feminin, Dolj, Anul 2013, Mii persoane, 137.2
Feminin, Dolj, Anul 2014, Mii persoane, 132.7
Feminin, Dolj, Anul 2015, Mii persoane, 124.6
Feminin, Dolj, Anul 2016, Mii persoane, 119
Feminin, Dolj, Anul 2017, Mii persoane, 118.4
Feminin, Gorj, Anul 1990, Mii persoane, 99.8
Feminin, Gorj, Anul 1991, Mii persoane, 103
Feminin, Gorj, Anul 1992, Mii persoane, 104.9
Feminin, Gorj, Anul 1993, Mii persoane, 103.9
Feminin, Gorj, Anul 1994, Mii persoane, 93.6
Feminin, Gorj, Anul 1995, Mii persoane, 94.9
Feminin, Gorj, Anul 1996, Mii persoane, 85.1
Feminin, Gorj, Anul 1997, Mii persoane, 84.2
Feminin, Gorj, Anul 1998, Mii persoane, 85.7
Feminin, Gorj, Anul 1999, Mii persoane, 84.1
Feminin, Gorj, Anul 2000, Mii persoane, 83.3
Feminin, Gorj, Anul 2001, Mii persoane, 82.9
Feminin, Gorj, Anul 2002, Mii persoane, 75
Feminin, Gorj, Anul 2003, Mii persoane, 73.8
Feminin, Gorj, Anul 2004, Mii persoane, 71.5
Feminin, Gorj, Anul 2005, Mii persoane, 71.7
Feminin, Gorj, Anul 2006, Mii persoane, 69.5
Feminin, Gorj, Anul 2007, Mii persoane, 68.3
Feminin, Gorj, Anul 2008, Mii persoane, 68.1
Feminin, Gorj, Anul 2009, Mii persoane, 69.5
Feminin, Gorj, Anul 2010, Mii persoane, 64.9
Feminin, Gorj, Anul 2011, Mii persoane, 66.4
Feminin, Gorj, Anul 2012, Mii persoane, 66
Feminin, Gorj, Anul 2013, Mii persoane, 66.1
Feminin, Gorj, Anul 2014, Mii persoane, 64.6
Feminin, Gorj, Anul 2015, Mii persoane, 63.3
Feminin, Gorj, Anul 2016, Mii persoane, 61.4
Feminin, Gorj, Anul 2017, Mii persoane, 64
Feminin, Mehedinti, Anul 1990, Mii persoane, 72.2
Feminin, Mehedinti, Anul 1991, Mii persoane, 73
Feminin, Mehedinti, Anul 1992, Mii persoane, 73.8
Feminin, Mehedinti, Anul 1993, Mii persoane, 70.9
Feminin, Mehedinti, Anul 1994, Mii persoane, 72.1
Feminin, Mehedinti, Anul 1995, Mii persoane, 66.1
Feminin, Mehedinti, Anul 1996, Mii persoane, 63.7
Feminin, Mehedinti, Anul 1997, Mii persoane, 67.3
Feminin, Mehedinti, Anul 1998, Mii persoane, 67.4
Feminin, Mehedinti, Anul 1999, Mii persoane, 68.2
Feminin, Mehedinti, Anul 2000, Mii persoane, 66.9
Feminin, Mehedinti, Anul 2001, Mii persoane, 66.6
Feminin, Mehedinti, Anul 2002, Mii persoane, 59.8
Feminin, Mehedinti, Anul 2003, Mii persoane, 59.1
Feminin, Mehedinti, Anul 2004, Mii persoane, 57.9
Feminin, Mehedinti, Anul 2005, Mii persoane, 58.3
Feminin, Mehedinti, Anul 2006, Mii persoane, 57.8
Feminin, Mehedinti, Anul 2007, Mii persoane, 58.1
Feminin, Mehedinti, Anul 2008, Mii persoane, 57.2
Feminin, Mehedinti, Anul 2009, Mii persoane, 59.4
Feminin, Mehedinti, Anul 2010, Mii persoane, 55.4
Feminin, Mehedinti, Anul 2011, Mii persoane, 56
Feminin, Mehedinti, Anul 2012, Mii persoane, 57.2
Feminin, Mehedinti, Anul 2013, Mii persoane, 55.7
Feminin, Mehedinti, Anul 2014, Mii persoane, 54
Feminin, Mehedinti, Anul 2015, Mii persoane, 52.9
Feminin, Mehedinti, Anul 2016, Mii persoane, 48
Feminin, Mehedinti, Anul 2017, Mii persoane, 47.5
Feminin, Olt, Anul 1990, Mii persoane, 117.6
Feminin, Olt, Anul 1991, Mii persoane, 119.8
Feminin, Olt, Anul 1992, Mii persoane, 124.6
Feminin, Olt, Anul 1993, Mii persoane, 122.5
Feminin, Olt, Anul 1994, Mii persoane, 112.2
Feminin, Olt, Anul 1995, Mii persoane, 99.7
Feminin, Olt, Anul 1996, Mii persoane, 96
Feminin, Olt, Anul 1997, Mii persoane, 100
Feminin, Olt, Anul 1998, Mii persoane, 99.3
Feminin, Olt, Anul 1999, Mii persoane, 100.5
Feminin, Olt, Anul 2000, Mii persoane, 101.6
Feminin, Olt, Anul 2001, Mii persoane, 99.5
Feminin, Olt, Anul 2002, Mii persoane, 90.9
Feminin, Olt, Anul 2003, Mii persoane, 92.2
Feminin, Olt, Anul 2004, Mii persoane, 86
Feminin, Olt, Anul 2005, Mii persoane, 88.1
Feminin, Olt, Anul 2006, Mii persoane, 86.1
Feminin, Olt, Anul 2007, Mii persoane, 86.4
Feminin, Olt, Anul 2008, Mii persoane, 83.5
Feminin, Olt, Anul 2009, Mii persoane, 83.7
Feminin, Olt, Anul 2010, Mii persoane, 82.8
Feminin, Olt, Anul 2011, Mii persoane, 86.1
Feminin, Olt, Anul 2012, Mii persoane, 87.8
Feminin, Olt, Anul 2013, Mii persoane, 86.5
Feminin, Olt, Anul 2014, Mii persoane, 83.5
Feminin, Olt, Anul 2015, Mii persoane, 79.1
Feminin, Olt, Anul 2016, Mii persoane, 75.1
Feminin, Olt, Anul 2017, Mii persoane, 73.8
Feminin, Valcea, Anul 1990, Mii persoane, 101.6
Feminin, Valcea, Anul 1991, Mii persoane, 106.3
Feminin, Valcea, Anul 1992, Mii persoane, 113.8
Feminin, Valcea, Anul 1993, Mii persoane, 114.4
Feminin, Valcea, Anul 1994, Mii persoane, 114.4
Feminin, Valcea, Anul 1995, Mii persoane, 108
Feminin, Valcea, Anul 1996, Mii persoane, 102.6
Feminin, Valcea, Anul 1997, Mii persoane, 107.1
Feminin, Valcea, Anul 1998, Mii persoane, 105.6
Feminin, Valcea, Anul 1999, Mii persoane, 98.3
Feminin, Valcea, Anul 2000, Mii persoane, 97
Feminin, Valcea, Anul 2001, Mii persoane, 94.5
Feminin, Valcea, Anul 2002, Mii persoane, 88
Feminin, Valcea, Anul 2003, Mii persoane, 85
Feminin, Valcea, Anul 2004, Mii persoane, 80.9
Feminin, Valcea, Anul 2005, Mii persoane, 80.9
Feminin, Valcea, Anul 2006, Mii persoane, 80.9
Feminin, Valcea, Anul 2007, Mii persoane, 81.3
Feminin, Valcea, Anul 2008, Mii persoane, 80.2
Feminin, Valcea, Anul 2009, Mii persoane, 82
Feminin, Valcea, Anul 2010, Mii persoane, 81
Feminin, Valcea, Anul 2011, Mii persoane, 80.3
Feminin, Valcea, Anul 2012, Mii persoane, 84.8
Feminin, Valcea, Anul 2013, Mii persoane, 80.2
Feminin, Valcea, Anul 2014, Mii persoane, 77.3
Feminin, Valcea, Anul 2015, Mii persoane, 73.6
Feminin, Valcea, Anul 2016, Mii persoane, 72.7
Feminin, Valcea, Anul 2017, Mii persoane, 69.6
Feminin, Regiunea VEST, Anul 1990, Mii persoane, 471.5
Feminin, Regiunea VEST, Anul 1991, Mii persoane, 480.4
Feminin, Regiunea VEST, Anul 1992, Mii persoane, 489.2
Feminin, Regiunea VEST, Anul 1993, Mii persoane, 479.5
Feminin, Regiunea VEST, Anul 1994, Mii persoane, 502.9
Feminin, Regiunea VEST, Anul 1995, Mii persoane, 483.3
Feminin, Regiunea VEST, Anul 1996, Mii persoane, 457.6
Feminin, Regiunea VEST, Anul 1997, Mii persoane, 452.5
Feminin, Regiunea VEST, Anul 1998, Mii persoane, 431.1
Feminin, Regiunea VEST, Anul 1999, Mii persoane, 424.4
Feminin, Regiunea VEST, Anul 2000, Mii persoane, 438.4
Feminin, Regiunea VEST, Anul 2001, Mii persoane, 432.3
Feminin, Regiunea VEST, Anul 2002, Mii persoane, 418.8
Feminin, Regiunea VEST, Anul 2003, Mii persoane, 408.3
Feminin, Regiunea VEST, Anul 2004, Mii persoane, 411.1
Feminin, Regiunea VEST, Anul 2005, Mii persoane, 416.7
Feminin, Regiunea VEST, Anul 2006, Mii persoane, 413.7
Feminin, Regiunea VEST, Anul 2007, Mii persoane, 420
Feminin, Regiunea VEST, Anul 2008, Mii persoane, 405.6
Feminin, Regiunea VEST, Anul 2009, Mii persoane, 406.4
Feminin, Regiunea VEST, Anul 2010, Mii persoane, 396.5
Feminin, Regiunea VEST, Anul 2011, Mii persoane, 391.3
Feminin, Regiunea VEST, Anul 2012, Mii persoane, 402.3
Feminin, Regiunea VEST, Anul 2013, Mii persoane, 397.1
Feminin, Regiunea VEST, Anul 2014, Mii persoane, 395.1
Feminin, Regiunea VEST, Anul 2015, Mii persoane, 391
Feminin, Regiunea VEST, Anul 2016, Mii persoane, 380.8
Feminin, Regiunea VEST, Anul 2017, Mii persoane, 381.6
Feminin, Arad, Anul 1990, Mii persoane, 110.6
Feminin, Arad, Anul 1991, Mii persoane, 109.1
Feminin, Arad, Anul 1992, Mii persoane, 107.6
Feminin, Arad, Anul 1993, Mii persoane, 107.3
Feminin, Arad, Anul 1994, Mii persoane, 106.9
Feminin, Arad, Anul 1995, Mii persoane, 106.9
Feminin, Arad, Anul 1996, Mii persoane, 100.6
Feminin, Arad, Anul 1997, Mii persoane, 113.2
Feminin, Arad, Anul 1998, Mii persoane, 92.7
Feminin, Arad, Anul 1999, Mii persoane, 90.1
Feminin, Arad, Anul 2000, Mii persoane, 95.5
Feminin, Arad, Anul 2001, Mii persoane, 98.3
Feminin, Arad, Anul 2002, Mii persoane, 96.7
Feminin, Arad, Anul 2003, Mii persoane, 95.6
Feminin, Arad, Anul 2004, Mii persoane, 96.8
Feminin, Arad, Anul 2005, Mii persoane, 99
Feminin, Arad, Anul 2006, Mii persoane, 100.5
Feminin, Arad, Anul 2007, Mii persoane, 102.3
Feminin, Arad, Anul 2008, Mii persoane, 95.5
Feminin, Arad, Anul 2009, Mii persoane, 100.4
Feminin, Arad, Anul 2010, Mii persoane, 99.5
Feminin, Arad, Anul 2011, Mii persoane, 100.1
Feminin, Arad, Anul 2012, Mii persoane, 102.2
Feminin, Arad, Anul 2013, Mii persoane, 100.2
Feminin, Arad, Anul 2014, Mii persoane, 100
Feminin, Arad, Anul 2015, Mii persoane, 93.5
Feminin, Arad, Anul 2016, Mii persoane, 96.4
Feminin, Arad, Anul 2017, Mii persoane, 93.9
Feminin, Caras-Severin, Anul 1990, Mii persoane, 77.8
Feminin, Caras-Severin, Anul 1991, Mii persoane, 74.4
Feminin, Caras-Severin, Anul 1992, Mii persoane, 80.9
Feminin, Caras-Severin, Anul 1993, Mii persoane, 74.4
Feminin, Caras-Severin, Anul 1994, Mii persoane, 85.8
Feminin, Caras-Severin, Anul 1995, Mii persoane, 84.8
Feminin, Caras-Severin, Anul 1996, Mii persoane, 74.4
Feminin, Caras-Severin, Anul 1997, Mii persoane, 74.8
Feminin, Caras-Severin, Anul 1998, Mii persoane, 74.4
Feminin, Caras-Severin, Anul 1999, Mii persoane, 69.9
Feminin, Caras-Severin, Anul 2000, Mii persoane, 71.6
Feminin, Caras-Severin, Anul 2001, Mii persoane, 73.1
Feminin, Caras-Severin, Anul 2002, Mii persoane, 65.1
Feminin, Caras-Severin, Anul 2003, Mii persoane, 64.1
Feminin, Caras-Severin, Anul 2004, Mii persoane, 60.5
Feminin, Caras-Severin, Anul 2005, Mii persoane, 61.6
Feminin, Caras-Severin, Anul 2006, Mii persoane, 58.9
Feminin, Caras-Severin, Anul 2007, Mii persoane, 61.4
Feminin, Caras-Severin, Anul 2008, Mii persoane, 57.9
Feminin, Caras-Severin, Anul 2009, Mii persoane, 59.8
Feminin, Caras-Severin, Anul 2010, Mii persoane, 56.5
Feminin, Caras-Severin, Anul 2011, Mii persoane, 53.8
Feminin, Caras-Severin, Anul 2012, Mii persoane, 54.2
Feminin, Caras-Severin, Anul 2013, Mii persoane, 53.7
Feminin, Caras-Severin, Anul 2014, Mii persoane, 53.3
Feminin, Caras-Severin, Anul 2015, Mii persoane, 54.4
Feminin, Caras-Severin, Anul 2016, Mii persoane, 49.4
